title,description,requirements,required_education,location
8623,13773,11045,1,367
6615,9830,5775,13,367
10708,10911,11968,4,2466
2641,8856,2849,13,296
4542,4668,4653,9,2301
3004,6089,7354,13,1249
4541,3687,4474,4,3066
6727,3350,2980,1,1703
2427,11289,6948,9,2974
3479,13599,11968,13,610
2463,3832,11164,5,636
5700,5562,3964,1,948
8748,7857,6062,1,1444
5630,9333,11968,13,2536
3561,11211,4589,1,2051
10480,11855,751,1,813
8927,13061,11701,13,2535
11081,5573,10831,13,2834
740,9415,4706,4,2773
2199,10017,5369,4,2421
1024,8963,11968,8,1721
10908,12675,628,1,775
9179,1482,3149,1,1536
609,4303,11968,13,1607
188,13285,4267,13,625
7767,4124,1010,1,216
7413,13556,1937,1,2535
3236,36,27,1,813
6035,12643,3564,4,2592
10408,6919,11968,13,296
9951,6744,4000,13,1703
7539,7054,11968,9,1454
3680,6135,11968,13,1899
6729,4678,9690,4,1487
8138,13809,10548,13,2943
9485,7580,11968,13,894
9687,7448,873,11,36
2275,12274,7705,4,1509
1519,12226,3744,9,322
5021,10215,9018,1,1703
4214,7436,314,13,2951
3896,12309,7151,4,2270
10499,4934,3958,0,2482
10114,355,11968,13,2231
1900,14648,9423,9,2462
7413,10798,8057,9,625
8301,3995,3180,1,533
6210,5715,2754,1,2222
7225,13325,11968,13,2117
5217,5697,6517,1,1899
8145,7061,10339,9,345
9406,5399,1751,9,367
4641,7646,5027,13,813
2209,9987,5406,4,2535
3204,7918,9893,1,1360
1004,3517,3925,2,739
10523,12676,383,1,957
5938,281,11968,13,2611
2299,12250,7251,4,1696
7311,6411,11968,3,2246
6436,1853,5007,13,813
2716,14413,5025,13,813
1900,11307,9421,9,2974
1542,87,8094,9,274
3242,14230,10247,1,2558
2007,11884,10716,13,1855
4185,13195,11405,1,290
1266,1826,1688,13,1884
3662,8327,9992,1,2535
7960,10415,5028,13,3092
2787,8518,6475,1,2845
4081,7911,9901,1,3061
10943,11383,184,9,1792
9637,9564,3145,1,1496
5793,3347,4376,4,2641
7238,9637,10943,13,435
3365,2061,1199,13,2834
647,3674,9115,13,1714
4453,14516,2950,9,21
1206,1192,3895,9,625
245,3088,9861,1,813
6082,7305,11250,13,1972
283,9590,3153,1,2304
7809,12219,4868,13,983
362,5761,9846,1,2498
740,7060,8925,4,575
5880,343,11968,13,2231
5721,5190,11968,4,2173
8715,2360,3452,13,625
10407,7430,1045,13,2962
1663,2811,6427,4,709
1418,5216,11968,4,2206
2586,13542,5709,13,1487
477,5585,11742,1,1599
7432,116,3770,1,452
8728,100,10284,13,2687
8626,7264,6679,1,1807
2917,1303,2680,13,2875
7900,11269,9443,9,2462
2652,4842,499,4,334
1819,2506,11002,6,216
179,1627,2393,4,2687
450,1983,11968,9,2410
8434,12339,4094,13,600
4204,4774,496,4,554
6938,7354,2809,1,872
1241,4993,4624,1,2050
2067,9658,2283,13,188
2622,13801,10312,13,1245
236,12962,9255,1,872
366,8821,3821,1,1277
1363,14157,8797,4,2564
9875,11378,2678,13,2968
4081,7911,9901,1,1344
5083,7056,11968,9,2535
4156,2889,2300,1,2482
450,1259,11968,9,2164
9920,13583,11968,13,2875
1552,5339,6332,13,473
2658,10892,7192,13,2877
3534,7289,2608,13,38
3249,14743,11968,13,1249
7562,878,11968,13,1564
3266,9159,8521,1,2223
921,12896,7700,13,1173
2199,10045,5402,4,2429
4129,3591,3883,1,914
5315,8463,10428,1,765
723,11017,11968,13,38
8550,10255,7042,9,2736
4504,3201,11968,13,1655
2407,11473,11968,13,166
6220,12615,4945,13,1210
5736,5331,2447,13,1787
450,1259,11968,13,2826
2827,5723,3164,1,2865
498,4869,10970,5,2723
7479,6796,6388,13,76
10421,13115,11968,13,726
7413,4923,1867,1,2535
2662,11400,11240,9,367
10236,6011,11968,1,1899
2098,1777,11968,13,600
5831,3307,11968,13,2544
8514,12938,11968,13,123
6058,2438,169,13,1024
4846,4968,1776,1,1472
9125,3833,11166,1,636
653,31,24,1,813
798,466,10719,9,625
3512,4985,7677,4,3024
5923,4761,496,4,654
4229,319,11968,13,2160
22,6897,9303,13,687
3180,12215,5261,13,266
795,13586,7497,9,2237
450,14156,6325,4,2080
6576,2866,9410,13,1567
10921,9206,3441,13,666
7469,9218,781,9,2304
10643,11549,4437,13,625
10106,10601,9128,1,1703
595,1168,11968,13,891
1487,7302,5126,13,38
1127,11029,2469,5,1589
2613,12835,7434,9,558
958,8153,7984,1,1564
10080,12417,7610,5,216
4378,8403,6900,1,1412
2223,10082,6777,4,2220
9348,9171,172,9,1564
4579,13447,6649,13,1177
322,10342,8283,13,625
3099,6923,11126,13,1083
321,3815,178,9,1899
5286,9589,3137,1,2734
259,10720,11968,13,1002
5736,5331,2447,13,1781
5870,1334,7656,13,600
5736,5332,2450,13,1727
5736,5332,2450,13,1780
9387,2859,4617,13,1940
11220,3434,2632,1,920
5736,5332,2450,13,1770
2282,10876,6768,4,2904
5736,5332,2450,13,1725
10550,5786,142,13,1560
3144,7496,4578,13,51
2885,2924,11968,13,1249
3999,773,10005,13,1560
6039,10263,116,1,872
7587,4260,5510,13,2875
8457,12937,11968,13,123
5213,12892,1119,1,625
5133,13268,11384,1,60
3205,7918,9893,1,2714
8458,8695,7629,13,625
5736,5331,2447,13,1761
5296,4409,541,13,863
5884,12633,758,1,1703
4534,7352,1639,13,1078
9034,1076,8501,13,625
272,1323,10139,1,2834
4083,2457,9262,13,974
7622,5179,3385,13,2212
290,2365,3395,4,2634
9495,11628,11968,13,3105
10630,2455,11047,13,974
9220,13775,3028,4,625
3205,7918,9893,1,2348
10921,5647,1827,1,776
4081,7911,9901,1,2658
7112,6974,10708,13,2526
4836,5838,2935,13,274
477,5584,11742,1,1450
10921,8650,2337,1,2048
9852,2456,9400,13,974
1212,3168,4393,4,2925
11204,12805,2820,9,804
9495,14337,11511,13,2535
4834,10893,8418,13,274
9263,13884,10818,13,1564
6882,61,7187,13,1651
2295,12352,9036,0,2630
4025,4672,8583,1,2943
3671,12859,9803,13,216
3292,5896,11968,13,1560
6881,5285,7060,13,1650
2576,2372,1156,9,1634
5341,10739,2846,13,87
7357,761,4872,13,1064
1446,5200,9952,4,2134
7693,9396,4072,1,813
1294,11173,496,4,324
4565,10760,2215,1,1624
2335,13752,10724,13,216
7995,4265,1096,13,2160
10892,2852,883,9,813
4127,4472,1901,1,2535
11173,5183,367,13,850
1142,9352,2961,1,625
5388,11975,4552,13,1151
10743,10603,9140,1,1703
711,13722,9439,1,2954
6129,8228,1377,13,2008
4383,14533,8213,13,2084
6023,5313,5148,9,1383
9129,731,7397,13,813
9333,2485,6721,13,2679
6600,12316,9916,1,793
7385,7290,2347,4,1807
1675,1454,11968,13,1396
9334,2486,6722,13,2679
5291,9589,3137,1,1704
8019,4394,3533,1,296
6312,10178,2722,1,813
1013,1685,319,1,2539
124,13175,11399,1,1053
2614,1967,4579,1,916
9713,9565,3159,1,1496
6577,10441,8395,13,519
2127,9,7,13,2553
4081,7911,9901,1,2993
6005,13385,1237,1,1763
7037,8992,11313,13,600
2803,10119,8769,1,872
11020,10617,4076,4,1759
4076,5349,11968,13,772
186,5783,10747,2,932
6747,2482,6824,13,2679
4577,6936,8139,1,2304
4210,4120,814,1,216
3593,5807,8393,2,946
833,4819,494,4,570
4846,984,3005,1,1703
8051,4296,5627,13,1395
4524,4317,3237,4,160
3758,3860,11968,13,1703
7764,8690,2144,13,1592
759,11914,11968,13,424
2613,4694,7456,1,804
6632,8253,6676,13,600
5736,10952,2448,13,1745
345,8247,2319,13,625
759,11918,11968,13,1207
9943,1162,9762,13,3105
5373,12423,11968,5,2044
5989,6712,9639,9,2875
586,4400,6862,13,1508
10918,13436,11968,13,946
5950,10265,2245,1,2835
7910,14762,11968,13,1471
2326,3167,7050,13,2925
9622,9284,350,13,1517
450,5889,11968,13,1864
3176,3812,3342,13,1049
8072,14748,11968,13,1592
1947,7525,11763,13,1560
548,5881,11968,13,2670
5861,7115,4025,9,367
2312,1802,10864,9,38
9213,5820,2952,9,625
7226,13325,2836,1,2117
616,3411,6337,13,1369
6479,839,11968,9,2811
10380,748,9347,9,2581
8656,12871,6748,1,175
8111,10422,1350,5,813
10300,1078,4546,13,1016
8466,12151,7760,1,125
1163,13153,1176,13,1566
2199,9928,9353,4,2619
9047,1341,9709,1,584
1564,2772,3593,13,487
539,13176,11377,1,625
6595,2682,51,1,2044
11173,10701,4591,1,813
1746,12701,11017,13,1191
5735,3783,10944,9,290
8016,10418,4858,1,813
5855,10253,9043,13,1703
5706,10459,3978,13,307
10576,7800,4016,13,813
9251,827,1317,9,2853
2822,2120,1088,1,871
9287,1798,7202,4,2535
8885,2904,2941,1,813
3237,12022,9435,13,125
8085,14753,11968,13,1396
8326,5094,7627,13,2633
759,11916,11968,13,14
2901,182,11968,13,2160
7885,5225,9646,4,2190
405,7439,6742,13,2962
759,11918,11968,13,63
5812,13897,783,1,809
3509,734,11968,13,3063
1126,14415,3504,9,625
2275,12262,6485,4,1972
7729,8373,11968,13,888
5994,1369,8827,13,216
1592,1825,11968,13,2168
7245,8393,8045,1,2353
2600,11569,5815,1,815
2598,2020,11008,13,894
8098,11179,6232,13,1729
10692,3373,4664,4,1910
5619,12224,3744,9,361
2998,5981,11968,4,1504
10921,4356,10327,9,1295
4073,12977,126,9,2904
10973,1575,7453,13,174
5156,13201,11326,1,60
8405,3071,2850,1,2535
2199,9900,6494,4,1899
4764,10768,259,13,2875
8551,14186,3532,4,216
8457,2493,2768,0,2079
10079,4657,5896,1,1214
3519,8802,9376,1,1807
4084,7401,9193,1,891
3149,8964,3115,1,2321
4213,4953,3214,13,151
8351,959,4014,7,1564
4253,4797,496,4,565
5431,12533,10730,9,558
4122,5831,63,13,908
1738,11257,7715,1,2974
2312,12819,1927,1,1008
9555,7709,1962,1,1560
2710,1954,731,13,776
2432,832,11968,13,1336
3714,3650,9668,1,772
5208,11776,7820,1,216
3714,10972,3970,9,2535
963,1130,2379,13,1426
6749,1185,3896,9,625
10087,6051,4144,1,908
4530,3658,7781,13,960
7413,12848,11968,13,75
1075,9715,11061,13,1083
6061,10417,6715,13,1464
3944,14530,506,4,398
9850,1769,1522,13,156
4768,8106,11968,1,2956
5842,11309,6954,9,2974
1900,11282,9423,9,2462
3205,7918,9893,1,177
728,6,4,1,813
5554,949,8087,13,1249
396,9717,4594,9,1072
9481,8273,10645,1,137
1485,13400,11968,13,720
7686,1613,4701,13,1573
4279,8085,11100,13,600
2345,10100,1500,0,2969
9461,3784,4166,13,1526
6623,11008,18,13,625
10864,3062,1369,13,1529
3555,3722,3728,13,2
7219,2872,3320,1,1506
7235,7479,4974,13,2875
5966,4917,7701,1,625
8482,9022,6845,1,774
7900,11269,9444,9,2462
7413,2043,2371,13,788
1911,9216,11968,13,3105
3878,1630,5634,4,2687
952,12328,2791,1,1564
1623,10763,2207,1,1526
3549,9625,11968,13,584
7861,9724,11968,13,99
3541,1194,6759,1,625
9990,1916,4282,9,216
5068,10942,2086,1,772
5363,2444,630,1,2535
2695,13451,4943,13,613
1409,2719,1532,13,685
2947,8038,3418,13,1405
10963,4531,10577,13,79
4757,5885,11968,13,1864
4618,5650,522,4,1119
4295,3796,1419,6,625
8580,12342,10707,13,367
4846,8342,3416,13,1253
9339,8044,3414,13,1465
8514,1505,2345,4,1807
3779,3442,7065,13,1526
939,9785,7534,13,2393
2198,9965,7222,4,154
9499,7663,132,1,2051
362,12812,2063,1,39
2199,10031,6493,4,1564
6017,5501,1429,1,1249
2723,10668,923,1,1487
9063,14354,10995,13,367
1772,7732,6511,1,2475
2570,14402,9336,13,290
1025,13726,9439,1,2954
9057,486,11968,13,166
3501,6308,3858,4,2754
3401,12840,11968,13,929
10180,8017,179,7,1609
761,6109,656,13,1564
9158,9247,11968,13,834
3611,7227,4047,13,253
923,12766,594,4,2165
9417,4728,11968,13,2160
1529,9629,9867,1,1179
4328,11533,8245,13,625
5749,5461,9371,9,296
1900,14652,9422,9,2974
6645,8678,7012,1,872
1121,13614,9848,1,109
9585,6918,428,13,1908
2645,9667,9298,9,464
2501,8647,2370,1,2076
737,14755,11968,13,1621
50,6863,109,2,506
7021,7267,10090,13,1083
3610,11021,11968,13,553
2872,3644,935,1,2535
7376,10369,9074,1,1703
1075,5784,7600,13,2865
6889,14093,1881,13,2543
4088,8087,11968,9,1564
386,4147,6378,0,2139
1048,8691,2425,1,93
267,3479,2967,1,600
10921,8381,5961,6,130
4810,11330,11968,13,1724
7567,3262,4333,4,2160
4531,3880,7046,13,1172
7220,8145,11968,2,1587
6082,4422,9632,9,1548
8269,8923,47,13,506
8112,1877,1192,1,539
1849,13927,9534,13,2144
1881,6388,6741,1,1487
1347,11521,4818,13,252
5252,2745,11968,11,119
3088,402,11968,13,2160
8228,3095,6593,13,2875
9380,2971,8656,9,1526
3867,14235,2322,1,1209
1497,2970,2966,13,2997
4695,11636,11758,9,206
4328,12596,7696,13,243
4254,946,10480,9,2094
3568,10837,9604,2,625
5284,9583,3137,1,2875
152,7932,11968,13,236
9214,14345,11406,1,290
3778,1836,3559,1,1560
8185,14779,4806,13,1120
7782,5272,1598,13,2000
7728,13797,10300,13,252
3941,3845,5745,13,625
6805,14265,10955,13,296
52,8782,5700,13,1560
8393,3824,1696,13,192
8939,8830,11968,13,813
7594,8748,4605,13,2875
39,2129,6652,13,2904
4308,11453,2699,1,367
7220,8116,11968,1,2482
1774,11670,11968,13,2539
6172,8548,5214,13,128
5729,8005,9263,9,2432
2768,5049,3374,1,625
1126,11028,2470,1,1589
310,13355,3367,13,296
650,5538,11747,13,2535
5024,10215,9019,1,1697
5911,4861,10914,5,2535
4350,10202,4994,13,813
324,3931,5771,9,891
3292,5884,11968,13,1719
3874,1596,2383,13,2687
4846,6232,191,4,1899
3797,811,11968,13,1418
10928,14735,11777,13,813
4024,11461,2698,1,321
4694,10209,2353,1,2304
8260,11469,4583,13,1037
9635,10550,2761,1,1525
121,1572,10807,9,237
10705,11512,8564,13,252
4054,14064,4201,1,2895
10921,5847,7440,13,2907
5276,6137,4245,13,888
10446,1973,133,13,813
3352,3336,7038,10,361
5961,2393,11968,13,1917
9576,8603,8731,13,1230
9827,7773,10077,6,125
10311,2491,2624,9,2079
6205,13156,1596,13,716
3106,3305,11968,13,2544
8575,9011,11968,13,813
1465,690,11968,13,2740
3344,4969,2390,13,1472
10017,1580,1882,13,2535
933,6506,11968,13,307
7864,6017,6720,4,109
1094,6049,11968,4,2524
8457,9425,914,13,2792
5147,9049,8287,13,1545
2934,3868,11968,13,745
10908,5642,11968,13,813
1805,478,5614,13,2672
10772,9526,10774,4,216
5754,9549,1164,13,216
2199,9985,5404,4,2535
3205,7918,9893,1,1783
5321,8727,4056,9,872
6215,1850,5250,1,772
8514,10483,1886,4,2217
5754,9549,1165,13,216
9157,9249,11968,13,834
3615,3356,10930,4,625
2199,14619,5400,4,1564
7240,7781,10942,13,688
3450,8255,6703,1,2062
8684,13290,11068,13,1573
1363,7427,5625,13,1677
8798,7133,6294,13,51
4580,7367,6826,1,1225
3501,6308,3857,4,3063
9495,14042,11968,13,1564
2198,9924,5360,4,109
976,1043,1442,13,266
431,5669,11968,13,2792
1427,5201,9951,9,2197
272,9567,8837,1,1487
4536,9775,3880,13,2955
10706,6807,277,13,2877
794,440,11968,13,1487
7507,13470,10246,1,1272
5757,3032,4572,13,216
10037,8930,1289,1,1096
2132,2041,9168,13,1564
10879,12882,4026,13,9
1326,7504,1675,13,266
310,3427,8397,1,2734
9008,1565,7506,13,2853
8755,2228,3967,13,813
7814,11833,6706,13,3077
4903,12213,5279,13,266
10380,748,9347,9,2581
9515,5163,2008,9,1564
7499,8202,8428,1,1072
3242,14229,10248,1,2500
130,9379,329,13,2598
4107,9475,11968,1,2259
450,6825,9280,13,807
5372,3882,6437,13,625
4667,11360,9198,13,2592
4081,7907,9901,1,1349
5960,3578,10763,5,286
8050,11369,5761,13,2374
3205,7918,9893,1,3040
6629,4570,1214,4,2616
4081,7922,9901,1,2953
5234,12895,9456,13,85
7639,7517,1160,13,813
1618,947,2963,13,2094
11186,4515,8722,13,2535
7603,7751,11615,4,109
349,12683,3429,13,1396
3423,9032,9266,13,797
3779,2096,10399,13,813
783,135,4256,13,202
191,8972,11968,1,1249
9254,14187,9982,13,813
9287,10535,7286,1,1696
310,2488,9652,13,2539
9625,1591,286,13,692
4081,7907,9901,1,1658
4243,3113,6601,13,2875
5846,4675,3864,13,2358
2561,12721,9592,1,625
2427,8230,8509,13,1796
1022,14161,5456,4,2054
8069,13094,11968,13,203
3156,6736,10212,5,208
11142,11165,5654,4,2525
9011,3137,4901,13,367
3205,7918,9893,1,2710
10518,149,5536,13,625
11186,11409,11784,13,813
9594,10460,3769,13,307
260,790,8163,13,600
6618,5851,7560,0,2803
4224,9385,5689,9,1249
595,4357,3335,1,1508
3978,9170,964,1,2811
6485,5475,8609,13,954
7707,2308,4820,13,2420
895,1222,8557,13,1249
6480,7062,11607,4,2820
1122,2520,4132,1,1967
9946,9447,4684,13,1063
10756,5408,3659,1,1807
6364,3755,9957,5,2475
6986,837,11968,4,2811
1522,12053,11968,9,684
1184,10779,300,13,813
8582,4319,11968,1,2811
7596,8243,8385,13,2711
9867,13359,8198,6,786
2210,9946,5404,4,1972
9018,14722,11795,1,813
8366,1211,2306,1,2961
10017,13549,10302,13,252
10957,1976,3034,1,772
1071,2597,6304,13,252
655,9774,1764,13,3040
613,12614,9653,13,625
10448,10588,10814,1,296
7570,4579,6262,1,2643
7919,1582,11704,1,295
2422,920,4457,1,2535
1738,13703,7795,1,2462
2121,597,2584,13,2518
1568,7510,1140,13,1487
1196,9391,11968,1,1564
9571,7707,1962,1,1560
3205,7918,9893,1,2777
1900,11305,9421,9,2974
2258,1525,4443,4,1899
661,11996,2543,4,2535
5940,296,11968,13,1487
703,13472,6046,13,3105
10114,353,11968,13,1899
3987,9170,964,1,1564
1375,8825,4958,13,487
2450,3927,9979,9,625
1006,7685,6498,13,1248
9384,9442,11968,10,571
10842,159,11968,4,2034
10976,12179,10853,13,266
9963,9514,10380,13,296
4809,7803,6946,13,2818
8442,1018,3660,9,625
1437,5205,9951,4,2134
6054,2943,5176,13,680
10286,7761,9468,9,1792
9709,2014,2208,0,3105
310,1302,2681,13,2836
547,5876,11968,13,2875
3974,9170,964,1,2044
7977,8259,5051,9,430
10908,8517,10182,13,1092
10780,11480,2559,13,150
9489,10995,11968,0,2687
2210,9980,6493,4,2535
8719,1044,11575,9,266
538,11732,11877,9,25
10908,4633,11968,13,3105
4117,11590,9409,13,2623
3414,6113,8212,9,2079
2275,12281,7252,4,1564
3323,8669,2530,9,1707
2463,13880,10833,13,1010
461,7829,5602,0,2168
7978,8758,9936,13,1618
6346,8670,3667,13,2262
6126,12869,11968,13,1587
6761,2135,5056,2,1564
2427,14786,8509,13,2695
9495,212,11968,13,1487
2246,7802,9480,13,2818
272,11879,10709,13,1329
4993,10215,9032,1,3105
6713,4446,11968,9,361
3976,9170,964,1,2875
6043,3410,8685,1,776
4526,9041,4024,13,114
2272,539,5985,0,2834
3344,8878,1809,13,293
3973,9170,964,1,2834
4334,6846,11968,1,625
8371,4949,5942,13,151
1807,14383,2981,1,1703
3419,4856,6758,4,1731
384,9598,8864,1,1487
7954,12324,3708,13,29
1991,6787,5125,9,698
7882,11985,8523,13,296
6491,11868,9953,2,148
390,8663,11968,9,2594
10895,13124,11256,13,216
6058,11649,10675,13,1807
8518,1966,2115,1,1560
3789,13907,3019,13,676
7905,8575,8485,13,40
1143,2401,11309,13,2539
1571,9827,8960,13,1759
4170,6887,11968,4,367
7480,8674,11968,13,1564
1068,4771,496,4,570
5583,13440,5979,1,125
4946,5588,1462,7,2102
4328,1025,7539,1,625
7103,2424,11968,13,736
1021,14155,5454,4,2054
7596,1749,1879,1,1083
801,6127,11968,1,1248
1138,14464,11496,13,813
7446,1484,2151,13,1564
9883,10637,7100,13,1918
5100,3482,6192,9,1692
791,9778,8947,13,1759
147,520,11968,13,1177
9613,9276,10827,1,876
2660,9290,6035,5,813
102,166,65,13,801
2863,8147,4710,2,1483
3854,4054,11968,13,2443
6729,14043,11968,13,1564
8782,7034,4412,13,1176
1692,11217,11968,13,1807
7082,12743,3513,13,1214
8641,3958,8652,1,67
8690,7033,4411,13,1183
5774,4803,496,13,657
10,3596,11968,1,1248
11090,5269,9150,13,544
5592,9559,6994,1,1496
9928,6839,11968,1,2423
6576,7135,5723,10,739
10059,8354,6265,13,166
6515,4315,7558,1,160
4176,4932,4673,13,2520
8515,2321,4892,13,125
8515,2320,6846,13,125
6141,3121,6586,13,2875
7149,13019,885,13,2535
6987,7769,242,13,2904
2199,9942,7706,4,2875
1246,4139,8429,13,946
5531,8567,1173,9,2535
7974,8601,3093,13,99
1330,6044,11471,1,1144
7325,3106,6602,13,2875
9904,3122,6612,1,2875
2427,14785,8509,13,2983
5005,10215,9016,1,1703
11136,8101,5630,9,2818
8799,8218,6615,13,1249
8941,1894,5276,1,772
648,13425,3692,13,1092
1367,11293,6956,9,2974
11169,14731,11807,13,813
5489,6383,6301,9,2641
4846,6232,191,4,1899
1986,7981,9369,13,2201
9488,2034,2968,1,933
10816,10783,40,13,1179
5882,7452,322,1,2511
10022,8027,3695,13,1147
9730,11374,7676,1,1791
7897,11269,9450,9,2462
10691,6373,11745,5,2616
7668,4970,984,1,1472
9316,10541,3699,1,128
2258,4301,1040,1,2875
4830,8454,10406,9,765
2159,8942,1469,1,625
924,14210,7030,13,959
9078,4475,11968,1,2535
5718,5095,101,11,1743
1075,12212,5493,13,266
1198,992,8280,1,2687
4846,1133,625,13,1564
7845,4518,10967,13,476
1458,1294,3804,13,1393
800,3099,6589,1,2875
1533,6520,2381,1,166
927,12226,3744,9,303
6152,3127,6594,13,2875
5782,11585,3776,1,1021
4371,3097,6588,1,2875
2258,5910,7595,4,2498
4080,7908,9899,1,1837
3204,7918,9893,1,3040
9849,9509,2132,1,2044
7608,7584,10530,9,38
827,2306,9308,4,296
10683,13265,11319,1,60
8331,3098,6581,1,2875
5221,14499,11551,13,1592
9970,1230,7030,13,959
3206,7905,5829,1,2316
1610,12775,903,1,1560
1814,6214,6767,13,813
6025,13049,5331,1,1599
9136,4399,5533,13,1508
6023,623,2759,1,2539
5173,5789,6740,13,1303
2199,10035,5404,4,1564
5451,11110,11968,13,3105
1561,25,2190,1,2687
8422,8612,2945,13,1567
2967,8040,3419,13,1405
3237,12022,9436,13,125
3206,7913,9907,1,2638
3523,4413,2908,5,925
5569,3698,3343,13,1049
10821,10976,7718,13,1173
4779,1411,838,1,2034
8697,6350,2914,13,1383
1987,11147,5189,13,2181
6500,13398,8889,2,667
8515,9610,1954,13,772
3019,5739,7320,13,2192
8288,13365,11968,13,1396
5193,5845,7711,13,2850
8018,5646,1019,5,776
11173,684,11968,13,625
2472,10784,306,13,813
3459,10168,7278,4,1509
3437,8900,647,9,296
1224,5227,8737,13,1692
8850,10496,7244,4,1899
2275,12264,7184,4,1750
6497,9710,5779,13,1383
5466,11121,808,8,1214
3779,10335,5082,13,625
2275,12283,7196,4,1785
1527,3490,11968,13,2544
4004,11726,11968,13,625
9972,7666,7837,1,1564
7823,8985,7090,13,1249
7146,4176,11968,5,933
450,7285,4330,13,1014
5558,12430,239,13,2521
4167,6396,11196,1,776
1687,10559,11968,13,1249
9052,10510,5483,13,1249
4080,7908,9902,1,1360
